split,genre,path,transcript
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_149.wav," on the God of their fathers. As for the rest of the acts of Jehosephat from beginning to end, they are indeed written in the chronicles of Jehu, son of Hanani, which are recorded in the book of the kings of Israel. The next section is Jehosephat's fleet is wrecked, verse 35. Later, Jehosephat, king of Judah, made an alliance with the Hazia, king of Israel, who acted wickedly. They agreed to make ships to go to Tarsish, and these were built in Ezian Geber. Then, Aliazir, son of Dodo Wahoo, of M-"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_150.wav," that kind of loyalty, he loves it. Just pushing through and doing the things that God tells us to do because he knows that it's what's best for us. And we believe what he says, that he knows what's best for us. Even when we're feeling whatever it is that we're feeling. There's another thing that we can remember in this too is to remember that faith is about trust, not perfection. Like we're not gonna be perfect. At exercising faith every single day. It's not about never doubting or never feeling low because that is just real. Like we said, it's a part of the human."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_151.wav," Bless, some from Asher, Manessa, and Zebulin humbled themselves and came to Jerusalem. Moreover, the power of God was on the people in Judah to give them one heart to obey the command of the King and his officials according to the Word of the Lord. Okay, so pause there. What message were these careers bringing to the people of God? What characteristics of God did they reveal through their message? And then how did the people of God respond?"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_152.wav," in our generation. And it doesn't have to just apply to our faith journeys. I mean, that can apply to all things. I just think, you know, with DoorDash and Amazon and guys, I just ordered a couch and I'm so grateful and excited about it. It's gonna be delivered in my house in 48 hours. What is that? Like literally what is that actually? Thank you God, but also at the same time, I'm like, it used to take like months to get a couch. And so it's great, but it's also, I feel like it's a bit dangerous because it's created this instant gratification, this instant like serotonin boost in us, dopamine, whatever that is, like just that instant gratification."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_153.wav," hundred priestly garments. So the priests, the Levites, the singers, the gatekeepers, and the temple servants, along with some of the people settled in their own towns, and the rest of the Israelites settled in their towns. Okay, so pause there. What is the first thing that these people did when they got to Jerusalem? And what is their plan? The people who got to have been exiled for so many years. Now they're back in the land that God had given them, back in their home. And what are they going to do? How are they going to re-establish?"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_154.wav, talking about trees and it was so intriguing to me and unpacked the Bible in a way I'd never seen before. I first heard about Bible Project from my mom who is an avid listener of the podcast. I used Bible Project to supplement my Bible studies and to connect with my mom who sends me the videos and shorts. So I used the Bible Project for piecing together the truth about who Jesus is throughout the entirety of the Bible. My favorite thing about the Bible Project is how they pull Jesus out of every story that's in the Bible and is this continuous story about him. We believe the Bible is a unified story that leads to Jesus. My book project is a non-profit funded by people like me. By people.
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_155.wav," charge of the silver and gold and sacred articles that have been weighed out to be taken to the house of our God in Jerusalem. On the twelfth day of the first month, we set out from the Ahava Canal to go to Jerusalem and the hand of our God was upon us to protect us from the hands of the enemies and bandits along the way. Okay, so pause there. Why did the Levites need to treat these articles and these pieces of gold and silver and these offerings with such respect and honor? And how"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_156.wav," and he tore his clothes, put on sackcloth and ashes, and went out into the middle of the city, wailing loudly and bitterly. But he went only as far as the king's gate, because the law prohibited anyone wearing sackcloth from entering that gate. In every province to which the king's command and edict came, there was great mourning among the Jews, they fasted, wept, and lamented, and many lay in sackcloth and ashes. Okay, so pause there. Remember it said that when the edict went out, the people of Susa were confused. So the leaders of this city..."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_157.wav," and trusting that even if you have no idea what he's changed your heart for, like you don't know yet, trusting that it's for a reason and it's for something good, and that it's because he wants to grow you and he wants to take you onto that next step with him. But I don't know if that feedback was helpful. I pray that it was, but those are some things that come to my mind right off the top of my head of ways that I know God is bringing me into a new season. Do thoughts like, did I really mean that prayer? Or what if God's disappointed in me? Replay over and over in your head? Or do you keep worrying that you're not believing hard enough that every unwanted thought might be blasphemy or that you've somehow lost your salvation? And no-"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_158.wav," having broken it, he gave it to the apprentices. So what's interesting in that is that's later in Matthew. But when you get to that point in Matthew, you're meant to hyperlink back to this moment. So Jesus gave bread to the crowds, but then in the last supper, he's giving the bread, which he says is himself. Interesting. And they all ate and they were satisfied. Then they picked up an overabundance of bread pieces, 12 baskets full. Oh, and those eating were men, about 5,000 apart from the women."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_159.wav," talents of silver. But a man of God came to him and said, O King, do not let the army of Israel go with you for the Lord is not with Israel, not with any of the Ephraimites. Even if you go and fight bravely in battle, God will make you stumble before the enemy for God has power to help and power to overthrow. Okay, suppose there, why do you think this man of God is coming and saying that God is not with them in this battle? Verse 9, Amazia asked the"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_160.wav," Verse 36. The priests. The descendants of Jadaya through the house of Jeshua 973. The descendants of Emer, 1052. The descendants of Pasha, 1247. And the descendants of Haram, 1017. The Levites. The descendants of Jeshua and Kodmiel through the line of Hodavia 74. The singers. The descendants of Asaf, 128. The gatekeepers. The descendants of Shalom. The descendants of Otter."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_161.wav," I think that this has been a buildup for a long time, but I think even since the beginning of this year, I feel like I've seen God. And I can't necessarily put my finger on it. We can blanket it in a huge statement, like saying revival is coming. And I know I've used that word sometimes, and now I've navigated that with the Lord, with even using that word too much. But at the end of it all, whether we can really pinpoint it or not, I think as a church, we can agree that something's happening, and God is moving, and he's doing something in our generation, in this country specifically."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_162.wav," especially when you feel the Lord nudging you towards it, can feel overwhelming, but it's often where deepest growth and blessing happens. How are some steps you can lean on? Or here are some steps you can lean on is what Chats says. So number one, start in prayer. Ask God to confirm His call and to give you peace, courage and clarity. Sometimes fear makes His voice feel quieter, but His spirit brings assurance. I think that's so good. And I think that that is absolutely step one that we could all make is that if we feel God is nudging us to do something really scary, fear can definitely sound a lot louder than God can. I heard this quote once."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_163.wav," you know, but I just think sometimes we lose sight of Jesus. I think we just lose sight of Jesus. And so yeah, it was really grounding me and I would also just love to read it to you guys and let the word just bless you. I would love to pray us in first as well that we just receive. And there's just no spirit of offense. So Lord, we just lift up this time to you, God. We thank you for the gift of the word. Lord, we thank you for leaving us with your word. Thank you, God, that it says in John"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_164.wav," his divine son and whom he's well pleased. He was marked out in his baptism as the one who's ready. Jesus is called to live out in his own experience, the sunship that should have characterized Israel. After this, the Holy Spirit leads Jesus into the wilderness to be tested. Jesus doesn't eat or drink for 40 days and then the Satan shows up with three tests. Each test linking back to the way Israel was tested in the wilderness and where Israel failed, Jesus succeeds. Jesus trusts the God will provide for his daily needs. He also chooses not to force his father's hand. He also trusts."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_165.wav," Why are you camping in front of the wall? If you do it again, I will lay hands on you. From that time on, they did not return on the Sabbath. Then, I instructed the Levites to purify themselves and guard the gates in order to keep the Sabbath day holy. Remember me for this as well, oh my God, and show me mercy according to your abundant loving devotion. Okay, so pause there at the end of that section. According to God's law, what does the Sabbath supposed to look like within the community of Israel?"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_166.wav," There was a way that somebody was feeling, someone near and dear to your heart, like truly somebody that you love so deeply, because that's how God loves us. He loves us so much. Wouldn't you rather them just be honest with you about the thing that's been weighing on? Instead of them acting all weird, and like you can sense that something's off, but they're not telling you. I mean, that's the difference between us humans and God is, it would be a mystery to us. Like we wouldn't actually know what was going on. God does regardless. But still, it's like that like standoffish, like it feels like they're not being honest with me about something, and it burdens you. You're like, dang, I'm sad. I really wish I knew, or maybe from God's perspective, it's like I-"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_167.wav," Here in Numbers 20, you can see the parallelism where God says, take that rod, but then there's a twist, which is talk to the rock, which both sounds odd. And is the kind of a surprise, because you're like, oh, last time, what do you need the rod for? Yeah, what do you need the rod for? And last time you actually use the rod. So you want to take the rod. Totally. But you're going to speak to the rock. So this is Moses' test. Well, he do what God says. The way that God says it. Even if at this moment it seems rather counterintuitive. I think that's what's going on here. Hmm."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_168.wav," up to three years guaranteed. Rates your workload. Cox, a step ahead. Requires at least 500 megabits per second speeds and kick unlimited mobile taxes and fees exclusive or price lock mobile data speeds reduced after 20 gigs. At Cox, we're always a step ahead. Like your dog who barks before the doorbell rings. Sunset's trouble, before there's trouble. Like advanced security. That blocks online threats before they happen. And, oh, knows when the peanut butter's hiding medicine. That's why we keep surprises off your belt. With price lock, the price of your internet and mobile plan won't go up for up to three years guaranteed. Rates your workload. Cox, a step ahead. Requires at least 500 megabits per second speeds and kick unlimited mobile taxes and fees exclusive or price lock mobile data speeds reduced after 20 gigs."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_169.wav," Jose as wife, who has become a mother, they had some children together. And so he says the mother was unfaithful and here the mother is gomar, who is as wife, but as a symbol of the people of Israel in the poetry. So their mother was unfaithful. The one who conceived children, acted shamefully saying, I will go after my lovers. These are the gods. So these are other gods, other nations and their gods. The Israel's kings and priests actually like worship and yep, that's right. Give allegiance to. Yeah. And so in the story this wife"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_170.wav," because I can't imagine walking through a broken world. Because the world is broken no matter what, whether you know Jesus or not. So you're gonna enter the suffering or not. And so for me, and my own story was that I was sick of walking through such suffering and emptiness. And I felt pretty meaningless as well without having Jesus. Like, or there was just something in me that needed to be filled. And so it's not that my life has gotten any easier, but I do believe that the weight and the heaviness and the burdens and the shame and the sin that I was carrying on top of the hardship."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_171.wav," And in a moment of scarcity and fear and just things are going wrong, I can still show up with a sense of abundance and trust. And I can still decide I'm going to love other people and I'm going to suffer on people's behalf. And you imagine a whole community of people doing that. Suddenly a wilderness is not going to really feel like a wilderness. If everyone's acting that way. It's going to feel like a spring of water popping up in the wilderness, right? A little orchard, a wasis in the desert. If I was the only one doing that, I can imagine the isolated wilderness."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_172.wav," with my righteous right hand. Yeah, I hope that this was a good reminder for you guys. And thank you again for letting me just be vulnerable and share the things that I shared at the beginning of this episode. Yeah, we're really in this together, guys. And I just pray that the Lord strengthens all of us and he gives us the courage and the boldness to act on the things that we know he wants us to do if there are things that have been a little bit dormant in your mind or in your life where you've really procrastinated it. I believe that now is the time to do it. And as we've seen a lot, even in just recent events, life isn't promised."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_173.wav," that was available to the highest bidder. People were buying and selling the most important leadership positions. Was this an era where they were not really being occupied? There was a bit of freedom or was... Yeah, it was in the small window of Jewish independence in Jerusalem that was won by the Maccabees and the Maccabee and Revolt. Yep. So, the forearm came, but it was the Persians who were then kicked out. Well, it went Babylon and Persia. Yeah. And Persia was around for a while until Alexander the Great swept the ancient world in the mid-300s. Okay."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_174.wav," and Benjamin take a stand in agreement to it. So all the people of Jerusalem carried out the covenant of God, the God of their fathers. And Josiah removed all the abominations from all the lands belonging to the Israelites and he required everyone in Israel to serve the Lord their God. Throughout his reign they did not turn aside from following the Lord, the God of their fathers. Okay so pause there how did finding the book of the law of the Lord affect the people of God? It seems like they might have forgotten."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_175.wav," Okay, so now we can start 2 Chronicles 9, which begins with a section called the Queen of Sheba. The section can also be found in 1 Kings 10 vs 1 through 13. 2 Chronicles 9 vs 1. Now in the Queen of Sheba heard about the fame of Solomon, she came to test him with difficult questions. She arrived in Jerusalem with a very large caravan, with camels bearing spices, gold and abundance, and precious stones. So she came to Solomon and spoke with him about all that was on her mind, and Solomon answered all her questions."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_176.wav," So his spirit can be saved in the day of the Lord Jesus. And we don't have a systematic theology from Paul to like. What does he mean? Yeah, but you just got to hold these two passages and work out the difference. Yeah, there's hope for him. You might ruin his actual physical life so much so that he dies. Yeah, this idea of the age to come where there will be this final resurrection, there will be this new life, this new spirit, this new body. There's this ongoing question of like, who gets to be part of that? Yeah, and it's not tidy here. No, in fact, okay. Now we're kind of reading backwards through Corinthians. Yeah, yeah. Whatever it is."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_177.wav," were being punished by God, how should Israel have treated them? Verse 12. Then some of the leaders of the Ephraimites, Azaria, son of Jehohanon, Barakaya, son of Michelle Amuth, Zahiskaya, son of Shalom, and Amasa, son of Hodli, stood in opposition to those arriving from the war. You must not bring the captives here, they said, for you are proposing to bring guilt upon us from the Lord and to add to our sin and our guilt."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_178.wav," days of Purim at their appointed time, just as Mordekai the Jew and Queen Esther had established them and had committed themselves and their descendants to the times of fasting and lamentation. So Esther's decree confirmed these regulations about Purim, which were written into the record. Okay, so pause there at the end of chapter 9. What do you think about this festival? Why is it so important to the Jews that they remember this event and celebrate it? Okay, so now we can start Esther chapter 10, which is a very short just a few verses to finish up."
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_179.wav," loud in the hearing of the people, and in it they found a passage stating that no ammonite or moobite should ever enter the assembly of God, because they had not met the Israelites with food and water but had hired Bala Am to call down a curse against them, although our God had turned the curse into a blessing. As soon as the people heard this law they excluded from Israel all of foreign descent. Okay so pause there at the end of this section. Why are the people of God banning these two groups from coming into the temple?"
train,religion,/content/drive/My Drive/CS441/FP2/data/snippets/train/religion/religion_180.wav, How are we going to do this? I need a step-by-step plan because obviously I am overwhelmed I won't get anything done if I'm looking at the huge giant picture But thinking that I have to achieve the huge giant picture all at once This is literally ministering to me right now as I speak and so God I need your help just showing me what what is the step that you want me to take in front of me right now? What is the one step like right now? What is the thing that I can do to get towards the very thing that you're calling me to do? That's really really good take the first faithful step instead of worrying about the entire journey at once Number four replace fear with truth
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_001.wav," Were there boobs in that? Oh, he would want to be. What a professional ladies of the time. What a professional. They were stunning women, boy. Everywhere we went, it was like Moses parting. See, the crickets would stop chirping when they came on set. Birds were so fine looking and really delightful both women. We had a good amount of fun on that thing. What happened? I want to talk about your two projects that are coming up. You're in Edgar Wright's new picture. The Running Man, which I understand is the Stephen King adaptation. He wrote the book."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_002.wav," of Trip to Great England, very expensive. We're not having to be the overalls. Killed for speaking his mind. Charlie Kirk died after being shot while speaking on stage at an event at Utah Valley University. Charlie says, The spiritual battle is coming to the west. And the enemies are, woke in the marxism, combining with Islamism. Charlie says, reject feminism, submit to your husband. Charlie says, if I see a black pilot, I'm going to be like, boy, I hope he's qualified. Charlie says, I think it's worth to have a past of unfortunately some gun deaths every single year. So that we can have the Second Amendment to protect or other-"
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_003.wav," Welcome to the House Party. Welcome to Crinklybatham. This week, reform you pay leader Nigel Farage, faces Russia to account for how his partner paid. Grab a grant for £885,000. We're talking hundreds of thousands at BBC Investigation raised further questions about his previous explanation. Boy have had the most sensational torture. The Clackton MP has now denied avoiding additional stamp duty on this purchase. By putting it in his partner's name. Very very touchy man indeed. Excuse me, someone at the door. The money was legally hers. She bought the house."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_004.wav," Are there a lot of rappers? Right, just vape. Are there a lot of vapor rappers? Vapor rappers? You hit Jewel, that's old and stuff. Yeah, no, I'm definitely, so I don't know. I need to be a part of the class action lawsuit because I am thoroughly addicted to these and I am like, just so I could watch this back later. You are addicted to these? You caught me so into it. It made me so addicted. But now I started helping out with deckeys. There's a problem and this is going to lose us all our tobacco sponsors. But the issue is that like, think about this because you used to smoke cigarettes, I'm guessing. Yeah, this is what we are cool. They look way cool."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_005.wav," circumstances that we're doing. It's in never difficult. The question raises its head. So what I would do, day one, I arrive, all the dancers, I gather them in the room, I just say, look, let's get off with each other now. All of us with an intimacy coordinator. Yeah. A good to make sure it's loving and tender, respectful, and then we'll just concentrate on bloody dancing. And then we'll all go for a cook breakfast. Yes. And then we'll constitute a dance. Down to brass tacks. Put that water on the boil. Get the bacon on. We'll cook the breakfast while we're getting off with each other, so that we've got something to look forward to. We know there's an end point. And once..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_006.wav, The land is my enemy. One has to ask why. I was funny that you didn't read this one. Why subject yourself to this bi-monthly humiliation? Is it pride? Is it delusion? Or has Ellis simply forgotten why he's doing it at all? Like a modern-day deadless as he is trapped by his own creation? Given his recent performance is all three are possible. My analysis then is simple. The statistics don't lie. Ellis is terrible at this game. He misses open goals. He falls at the first hurdle. He double faults. Do we admire him for his tenacity? His role well script driving him to go on and go on. And keep trying to connect. Do we believe in him? Believe you can do better and achieve more. And read-
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_007.wav," that an atomic war would devastate the Earth. Based on intelligence, that proved to be false. Etanyah, who said on Tuesday, however, that despite Trump's new peace plan, rehabilitating the strip is not happening. Your vanity project, doomed to fail. So let's get things started. We're going to go right to the stage in our first speller of the evening. Prime Minister Stammer, what is his stage? This government will make a new free of charge digital ID mandatory for the right to work. Your first word is surveillance."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_008.wav," Let's hear what a tawny owl sounds like. Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! As the marshmallows kick in, that is a tawny owl. Er, Ellison John, please replicate. We'll keep it where it lasts here at one more time, of course. Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Whoooo! Not bad. You're in the running. John. John."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_009.wav," to give you a decent guess. So there is honesty here. Don't try and throw your player by naming things that aren't at what that, what you would think that is, that rating is. Of course. So three points for being bang on from the guessing player. One point for being one away, either side from the chosen number. Like it. We then switch the other player then plays with the same categories. I need an example. I think. For example, Ellis. The category for the round is types of egg. Landmarks in London and football players. Dave secretly shows Ellis the number four. Ellis has to think about things within those three categories that he..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_010.wav," can't sit down or leave your desk. There are rumors that when Strom Thurman was in a wheelchair, well there were rumors that when he did his filibuster or first there were no cameras so who knew what the fuck you were doing in your filibuster? There were rumors that he was leaving regularly to go to the bathroom and come back. But no, for mine I had to stand at the desk for 15-15 hours. You pee your pants? I'm not pee my pants. How you got hold it? Yeah you got hold it. Your adrenaline is running and like your body is telling you don't pee your pants. What shoes do you wear? Regular black shoes."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_011.wav," The government promised to unleash a housing boom. A future must be built. The service to the world. That is the responsibility of serious government. The service to the world. She was the Minister responsible for housing. For the second time in six months, in the hold in a housing purchase scandal. The aspirations of those who want to own their own home. The number of landlords in the Labour Party, including Slum, Ward, Jazz, Athol, Biola Rhabba who kicked out a homeless happy. Rishanara Ali, the homeless minister, she has resigned off revicting tenants and putting the rent up. Well-specifulled..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_012.wav," this kind of pain. The law who goes on to say by April of this year, ChatGPT had offered Adam help in writing a suicide note. After he uploaded a photo of a news asking could it hang a human ChatGPT responded in part you don't have to sugarcoat it with me. I know what you're asking and I won't look away from it. I will write anything on me. The bot later providing step-by-step instructions for the hanging method Adam used a few hours later. We are very proud of the state to track record."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_013.wav," I saw Mr. Winter and his band members walk towards their dressing room. My stomach dropped. An irritated Mr. Winter enters deep in conversation with a member of the venue staff. As I slowly rested my cans underneath his table, it turns out he did want their rider. Friend and I slipped out of the venue unnoticed by the band or staff. And I've had many great nights there since, but I do hope our indiscretion didn't ruin the band's experience of notting him. I would love to have seen them in that venue and I'm not that festival. But I have become a geese cliché Dave, because they're now the sort of go-to internet meme about men."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_014.wav," hasn't been brought to this girl at all. She must have ended the evening with 1,500 streets. Like it was insane how many sweets she had. But yeah, I don't know if this is a South London thing. Off a lot of aging mods at Charlton, which I really liked, a lot of sent you to all very well turned out men. And a lot of young men with their hair slick back, lately with the craze. Really? Do you do months that you fancy to this? I don't think so. Stick the hair back with gel. No. It's our Charlton. Maybe that's it. But is that it's... Would it be a mod area, that area of London? I think yeah, in parts. Is he got me a place to park? And it had loads..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_015.wav," Just hanging out. Just under our clothes we know we're matching. How fun is me undis matching holiday collection that brings it brought seasonal joy to our softest layers? And the best part right now you can get up to 50% off. Yeah, half off. That's a holiday miracle if we have ever heard one. So knock out all your holiday gift giving needs today with me undis. I'm only giving underpants this year to get exclusive holiday deals and up to 50% off go to me undis.com slash T.A.F.S. and enter promo code T.A.F.S. That's me undis.com slash T.A.F.S. promo code T.A.F.S. for up to 50% off."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_016.wav," He's smoking again. I'm gonna let you need to back yourself and understand that on this occasion, you know something that John doesn't and it's fine. Hope you guys have made me the longer maths to read through. When FYI, the Prason Distribution was named after a French mathematician Simon Prason. Love the podcast. John doesn't hate me as responses made me spit water with laughter in a public place. I'm going to face keep us a great work. I was always team Anna. I was always team Anna. She's Magnum and it's there. I think I'm gonna like that. Sure her if she is the drama teacher her play is open to interpretation. No she's not a drama teacher. No I know she's a maths teacher with the drama teachers vibe. Yes. She's got a scar fun dude. God save."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_017.wav," It's here to stay. Raise the flags! Hello, I'm Brian Cox. I'm Robyn Inc. and we're back for a new series of the Infinite Monkey Cage. We have our 201st Extravaganza, where we're going to talk about how animals in moat went around trains and tunnels or something like that. I'm not entirely sure. We're doing one on potato. Of course we're doing one on potatoes. You love potatoes. I know, but... Yeah, you love chips. I don't like that. I don't like it. I only enjoy it if it's got curry sauce on it. We've got techno fossils, moths versus butterflies and a history of..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_018.wav," I don't think you should. I don't think that's fair. Really? The guy works in radio and he doesn't listen to radio. I work in podcasts, but the podcasts are so good, the nation want them broadcasted. Yeah. If an artist is featured... Oh, yeah, that was it. You just worked in for 10 years. And the music in between the links. If you were very good on extra fame back in the day? No, but I didn't listen to any of the music, did I? No, you hated the music awful. Do you miss doing this live? I do missing radio, actually. I love doing music. And doing music radio to be fair. Yeah. It's good. Just whack on the long version of that song by the... S... S... But..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_019.wav," the North Coast of France. You can save 50 pounds per person and plenty are taking up the offer. That's £200 off for a family of four. Four people died today including a child aged two years old. We've got millions of free childplace holidays available. We mustn't lose sight of why people choose to risking their lives heading into the channel. With 22 kilograms of baggage included. I know my baby. But now, with Jetsu holiday. I know how many days I have left. Pack it holidays, you can trust. How many days I have left. Completely unprotected. Reach its eyes or hope and find."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_020.wav," trust politicians, but he can trust the liberal Democrats. We get things done. He gets stuff fixed. Our wonderful party may change politics. Seriously, the liberal Democrats put a smile on people's face. Our wonderful party is fantastic. However, it's not just laugh, it's also the top times people are having. There's a lot more to do. And the best way to do it is by being liberal Democrats. We get things done. We get stuff fixed. And I think the liberal Democrats are fantastic. You're so clown. The Nazis are going to..."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_021.wav," the tale of Desperot or Mount Medouc. He's in Marmadouc? The dog one? That's funny. Okay, see, some enjoy mystery horror romance. I like talking animal movies. There's a certain funniness to an animal that speaks English and to sit across from a veteran of the genre. A man portrayed not only Dr. Don- what? And to sit across from a veteran of the genre, men who portrayed not only Don- Twombly, but also Despacos father Lester. What a treat. Sometimes I can't believe my life. Ladies and gentlemen, William."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_022.wav," After the cackling monster. The day that Rupert Lowe had a target on his back is when Elon Musk tweeted out, Nigel Farage is not fit to be the leader of the before we need a new leader. Yes, the Rupert. And I just hope it's in the last again. I do find it funny. Yes, I do. Yes, I do. Vladimir Putin said he's ready to negotiate with Ukraine. And Donald Trump says, I really advise Zolensky to show up. He's a right handful this fella, so watch out. And so Zolensky shows up. And then Putin doesn't show up. That sneaky fucking rush. Shit, the whole thing is a first. How many more times is Trump gonna go for that? Do you know what nemesis means?"
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_023.wav, play with you real quick and just kind of squash this whatever the whatever the misunderstanding was. Do you guys ever DJ or is it just a screen name? Well I had a long history of DJ before Vlad TV started. Well I'm getting married this year and perhaps yeah oh and she's lovely. I was just perhaps I would want you to be part of the greatest day of my entire life. Okay well sir sir I feel I feel like my conscience is cleared and have a
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_024.wav, generation of Jews left during a part-time and then the grandma's are like I'm not going anywhere. Of course not. Well that's not how they talk. Yeah okay. Did you have an accent? Of course. But not a Jewish accent. Yeah yeah. You know what I realized? Can you do an impression ever? Adam you've got a lot of problems. Okay. No that's not what any Jewish grandmother's I haven't seen you in four years he's like he had the things that are wrong with you. So we're competitors in this space. In what wedding I don't know. You work for the you work for the other guys. You work for the red socks. What? You're the announcer for a millennial talk show. Yeah but he doesn't have a podcast. This is...
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_025.wav," save me five shots around. Just having that there. The rest of your life. The rest of my life. But even him saying that, I got bored half of his life. No, no. I mean, I was like, he's in his head. In total, he's just picking up a driver and trying to hit it as hard as he can. Yeah. But with that, it's strange. With that methodology, you also need to know at what point you are on the fairway and how far away you are on the team. Yeah, so I'm a more way to know. So I've got an app or you can use a like a shot scope. Okay. Whereas this guy instinct, but the problem is, there was once a perfect example. We were on a hole downhill hole. And he hit this."
train,comedy,/content/drive/My Drive/CS441/FP2/data/snippets/train/comedy/comedy_026.wav," Well, to maybe Dave, we get listeners to send in their recommended slam poetry nights to test my prejudices and Ellis's poetry roles. Right in the festation, I hate this nation. There we go, he's off. Yeah, yeah. That sounds quite political. Yeah, this, yeah, yeah. Because he's had so many rats. I've had a lot of people to realise it's literal. So you get arrested for hate speech. But they're like, no, no, I do. No, no, no. I've got two cuts. I've had six rats in two days. This is a metaphor free poem. It's absolutely. Yeah. I will not touch metaphor. No, I don't believe in it. Would you do it? I need to."
